number,html_url,title,user,original labels,state,created_at,added labels,priority low-high
2109,https://github.com/CSSEGISandData/COVID-19/issues/2109,Recovered cases dont get update in all EEUU,https://github.com/xCoNDex,[],open,2020-04-10 13:47:51+00:00,,
2108,https://github.com/CSSEGISandData/COVID-19/issues/2108,April 5 to 6 US change rate,https://github.com/hdoran,[],open,2020-04-10 13:31:56+00:00,,
2107,https://github.com/CSSEGISandData/COVID-19/pull/2107,Cssegi sand data patch 02042020,https://github.com/Kgomotso-KayGee,[],open,2020-04-10 08:14:50+00:00,,
2106,https://github.com/CSSEGISandData/COVID-19/pull/2106,Web data,https://github.com/Kgomotso-KayGee,[],open,2020-04-10 08:10:11+00:00,,
2104,https://github.com/CSSEGISandData/COVID-19/issues/2104,COVID-19 DB,https://github.com/MelbourneDeveloper,[],open,2020-04-10 06:30:33+00:00,,
2103,https://github.com/CSSEGISandData/COVID-19/issues/2103,Various rounding/field type errors in latest update for time_series_covid_19_confirmed_US.csv,https://github.com/groby,[],open,2020-04-10 04:20:30+00:00,,
2102,https://github.com/CSSEGISandData/COVID-19/issues/2102,Counting testing data,https://github.com/leandroparedes,[],open,2020-04-10 02:12:45+00:00,,
2101,https://github.com/CSSEGISandData/COVID-19/issues/2101,US Deaths Time Series off for numerous states on Apr 9th update,https://github.com/paolinic03,[],open,2020-04-10 02:10:21+00:00,,
2098,https://github.com/CSSEGISandData/COVID-19/issues/2098,Unassigned deaths for New York state - reallocation might have been incomplete,https://github.com/Rational-IM,[],open,2020-04-09 23:28:05+00:00,,
2097,https://github.com/CSSEGISandData/COVID-19/issues/2097,Unreliable historical timeline in Algeria country,https://github.com/Slimani-Ibrahim,[],open,2020-04-09 21:08:34+00:00,,
2095,https://github.com/CSSEGISandData/COVID-19/pull/2095,copy,https://github.com/danielhfourie,[],open,2020-04-09 19:08:57+00:00,,
2093,https://github.com/CSSEGISandData/COVID-19/issues/2093,"USA cases decreased by ~90,000?",https://github.com/louchios,[],open,2020-04-09 17:58:10+00:00,,
2092,https://github.com/CSSEGISandData/COVID-19/pull/2092,fix mauritania coordinates,https://github.com/rezonx3m,[],open,2020-04-09 16:30:21+00:00,,
2090,https://github.com/CSSEGISandData/COVID-19/issues/2090,Piecemeal inconsistent,https://github.com/grantiago,[],open,2020-04-09 13:31:33+00:00,,
2089,https://github.com/CSSEGISandData/COVID-19/issues/2089,Norway: Number of cases decreasing,https://github.com/yetzt,[],open,2020-04-09 12:10:49+00:00,,
2087,https://github.com/CSSEGISandData/COVID-19/issues/2087,Wrong data source for Morocco and here is the official one,https://github.com/naoufalelh,[],open,2020-04-09 10:12:40+00:00,,
2085,https://github.com/CSSEGISandData/COVID-19/issues/2085,Wrong data for France since April 4th,https://github.com/Quentindb,[],open,2020-04-09 08:24:20+00:00,,
2083,https://github.com/CSSEGISandData/COVID-19/issues/2083,"Norway - No data for yesterday in ""time_series_covid19_confirmed_global.csv""",https://github.com/viler66,[],open,2020-04-09 05:40:47+00:00,,
2082,https://github.com/CSSEGISandData/COVID-19/issues/2082,Japan's data is not Correct,https://github.com/samscodes,[],open,2020-04-09 05:26:53+00:00,,
2081,https://github.com/CSSEGISandData/COVID-19/issues/2081,04.08 Connecticut Case Did Not Update,https://github.com/ei-JoanneT,[],open,2020-04-09 01:02:16+00:00,,
2078,https://github.com/CSSEGISandData/COVID-19/issues/2078,Australian recovered numbers out-of-date,https://github.com/jcroucher,[],open,2020-04-08 23:30:49+00:00,,
2077,https://github.com/CSSEGISandData/COVID-19/pull/2077,Incorrect confirmed case count for New Zealand for 23rd March 2020,https://github.com/siyamalan,[],open,2020-04-08 22:23:46+00:00,,
2074,https://github.com/CSSEGISandData/COVID-19/pull/2074,Update 04-07-20 Parker County Texas Update,https://github.com/colecokid,[],open,2020-04-08 19:41:37+00:00,,
2073,https://github.com/CSSEGISandData/COVID-19/issues/2073,"Duplicate data for Washington County, Utah and other counties",https://github.com/NXDinh,[],open,2020-04-08 18:10:28+00:00,,
2071,https://github.com/CSSEGISandData/COVID-19/issues/2071,Morocco/Western Sahara wrong data (COVID-19),https://github.com/Morocco-81,[],open,2020-04-08 15:36:20+00:00,,
2070,https://github.com/CSSEGISandData/COVID-19/issues/2070,Date format changed in csse_covid_19_daily_reports/04-06-2020.csv file in the last update,https://github.com/arjunachala,[],open,2020-04-08 15:30:21+00:00,,
2066,https://github.com/CSSEGISandData/COVID-19/issues/2066,"Total Deaths decreasing in time, Bad data?",https://github.com/nathan-kamphuis,[],open,2020-04-08 11:33:19+00:00,,
2065,https://github.com/CSSEGISandData/COVID-19/issues/2065,Adding a search tool for countries,https://github.com/Dan-74,[],open,2020-04-08 09:39:41+00:00,,
2063,https://github.com/CSSEGISandData/COVID-19/issues/2063,Why are Recovered not being recorded or reported for any other the US States?,https://github.com/JustADude,[],open,2020-04-08 04:19:07+00:00,,
2062,https://github.com/CSSEGISandData/COVID-19/pull/2062,Sweden daily distrubution seems to be wrong,https://github.com/kamangir78,[],open,2020-04-08 03:32:49+00:00,,
2061,https://github.com/CSSEGISandData/COVID-19/issues/2061,Custom C++ filter to produce flat CSV fact tables from global and daily files,https://github.com/jamescowens,[],open,2020-04-08 03:08:06+00:00,,
2060,https://github.com/CSSEGISandData/COVID-19/issues/2060,Illinois April 7 Data is wrong,https://github.com/jason-patel-ensighten,[],open,2020-04-08 00:58:49+00:00,,
2059,https://github.com/CSSEGISandData/COVID-19/pull/2059,Create 04-05-2020.csv,https://github.com/apyle0710,[],open,2020-04-08 00:56:09+00:00,,
2058,https://github.com/CSSEGISandData/COVID-19/issues/2058,Onondaga Cnty NY data 30% high consistently,https://github.com/jbknightplainfield,[],open,2020-04-07 22:07:28+00:00,,
2057,https://github.com/CSSEGISandData/COVID-19/issues/2057,Quebec April 4 number wrong,https://github.com/sigurasg,[],open,2020-04-07 21:18:58+00:00,,
2056,https://github.com/CSSEGISandData/COVID-19/issues/2056,New interactive map based on the data of this repository,https://github.com/abumalick,[],open,2020-04-07 21:10:50+00:00,,
2055,https://github.com/CSSEGISandData/COVID-19/issues/2055,"Insight into changing values in ""unassigned"" and ""Out of ..."" rows?",https://github.com/DanielJWood,[],open,2020-04-07 20:56:36+00:00,,
2053,https://github.com/CSSEGISandData/COVID-19/issues/2053,"April 6th Fairbanks, Alaska confirmed data is wrong",https://github.com/mikehumphrey,[],open,2020-04-07 19:25:15+00:00,,
2052,https://github.com/CSSEGISandData/COVID-19/pull/2052,Update New Brunswick Canada data for April 7 2020,https://github.com/abuzzell,[],open,2020-04-07 17:45:42+00:00,,
2050,https://github.com/CSSEGISandData/COVID-19/issues/2050,"April 6 New York, New York deaths is wrong",https://github.com/jlbgh,[],open,2020-04-07 16:47:07+00:00,,
2049,https://github.com/CSSEGISandData/COVID-19/pull/2049,"Correct confirmed cases for Ontario, Canada on April 5, 2020",https://github.com/hannes-brt,[],open,2020-04-07 14:29:28+00:00,,
2047,https://github.com/CSSEGISandData/COVID-19/issues/2047,Error - 503 Server Error: Service Unavailable for url,https://github.com/mrDegree,[],open,2020-04-07 13:53:40+00:00,,
2046,https://github.com/CSSEGISandData/COVID-19/issues/2046,Various inconsistent data.,https://github.com/dee2005,[],open,2020-04-07 13:38:55+00:00,,
2045,https://github.com/CSSEGISandData/COVID-19/issues/2045,FIPS code and/or co-ordinates missing for a couple of Georgia counties,https://github.com/macpheeb,[],open,2020-04-07 12:32:28+00:00,,
2044,https://github.com/CSSEGISandData/COVID-19/pull/2044,Merge pull request #1 from CSSEGISandData/master,https://github.com/khk369,[],open,2020-04-07 11:20:50+00:00,,
2042,https://github.com/CSSEGISandData/COVID-19/issues/2042,Recovered count for Germany for 04/06/20 didn't change,https://github.com/DerOetzi,[],open,2020-04-07 07:39:07+00:00,,
2041,https://github.com/CSSEGISandData/COVID-19/issues/2041,Proposal: add new time series: **suspected cases**,https://github.com/jgrosseo,[],open,2020-04-07 06:55:45+00:00,,
2039,https://github.com/CSSEGISandData/COVID-19/issues/2039,Data Issue: China deaths data shows no change on March 23rd and Feb 21st,https://github.com/duh931,[],open,2020-04-07 05:55:12+00:00,,
2037,https://github.com/CSSEGISandData/COVID-19/issues/2037,"Newfoundland And Labrador, Canada - Numbers by town/city ",https://github.com/GregoryGHarding,[],open,2020-04-07 02:14:42+00:00,,
2036,https://github.com/CSSEGISandData/COVID-19/issues/2036,"Fairbanks, AK missing cases for 4/6",https://github.com/tgherzog,[],open,2020-04-07 01:56:13+00:00,,
2035,https://github.com/CSSEGISandData/COVID-19/issues/2035,"How to treat ""Out of XX"" in Admin2 Column?",https://github.com/aquiot-inc,[],open,2020-04-07 01:11:32+00:00,,
2033,https://github.com/CSSEGISandData/COVID-19/issues/2033,"""Recovered"" as a State_Province in 04-04-2020 and 04-05-2020 daily files for Country_Region US and Canada.  ",https://github.com/mwsteph,[],open,2020-04-06 23:43:28+00:00,,
2032,https://github.com/CSSEGISandData/COVID-19/issues/2032,"Test type & count data is missing (it's valuable, push for it)",https://github.com/dmillett,[],open,2020-04-06 22:12:53+00:00,,
2031,https://github.com/CSSEGISandData/COVID-19/issues/2031,Congo and DRC centroids on capital overlapping,https://github.com/martinedoesgis,[],open,2020-04-06 21:15:12+00:00,,
2027,https://github.com/CSSEGISandData/COVID-19/issues/2027,"Time Series Missing Recovered, Active and Delta Recovered Fields",https://github.com/kylewdonaldson,[],open,2020-04-06 17:39:16+00:00,,
2025,https://github.com/CSSEGISandData/COVID-19/issues/2025,Maybe Wrong Value 3/20/20 in Belgium Field,https://github.com/Rapter1990,[],open,2020-04-06 17:12:48+00:00,,
2024,https://github.com/CSSEGISandData/COVID-19/issues/2024,Wrong data for Dominican Republic on 04-04-2020,https://github.com/ElDoctorWar,[],open,2020-04-06 16:42:08+00:00,,
2023,https://github.com/CSSEGISandData/COVID-19/issues/2023,Time Series for Deaths in Germany has Large Discrepancies,https://github.com/sfadschm,[],open,2020-04-06 15:19:59+00:00,,
2022,https://github.com/CSSEGISandData/COVID-19/issues/2022,Add a webservice to expose the csv data to external services,https://github.com/AmauryVanEspen,[],open,2020-04-06 13:57:33+00:00,,
2021,https://github.com/CSSEGISandData/COVID-19/issues/2021,New type of graph required,https://github.com/Ramesh-X,[],open,2020-04-06 13:38:43+00:00,,
2020,https://github.com/CSSEGISandData/COVID-19/issues/2020,"Dallas County, Texas (USA) Covid-19 Confirmed Case Count on 4/4/2020",https://github.com/kevinraj127,[],open,2020-04-06 13:20:30+00:00,,
2019,https://github.com/CSSEGISandData/COVID-19/pull/2019,Merge pull request #1 from CSSEGISandData/master,https://github.com/J1-Shail,[],open,2020-04-06 12:12:36+00:00,,
2016,https://github.com/CSSEGISandData/COVID-19/issues/2016,Ontario 5th April - Data Discrepancy with Ontario Health Update. +/- 10% error,https://github.com/blisx264,[],open,2020-04-06 11:20:34+00:00,,
2015,https://github.com/CSSEGISandData/COVID-19/pull/2015,Cssegi sand data patch 02042020,https://github.com/sx77435321,[],open,2020-04-06 09:08:35+00:00,,
2013,https://github.com/CSSEGISandData/COVID-19/issues/2013,Error in France cases and deaths,https://github.com/rfiore1,[],open,2020-04-06 08:30:38+00:00,,
2009,https://github.com/CSSEGISandData/COVID-19/pull/2009,Update deaths_global to fix issue 2008,https://github.com/Philsnick,[],open,2020-04-06 06:12:19+00:00,,
2008,https://github.com/CSSEGISandData/COVID-19/issues/2008,Error on Quebec deaths for 2020-04-04 & 2020-04-05,https://github.com/Philsnick,[],open,2020-04-06 06:02:06+00:00,,
2006,https://github.com/CSSEGISandData/COVID-19/pull/2006,Correct the data for France on 2020-04-04 and 2020-04-05,https://github.com/mkosunen,[],open,2020-04-06 03:47:56+00:00,,
2003,https://github.com/CSSEGISandData/COVID-19/issues/2003,"California missing at Feb 1, 2020",https://github.com/coder-mike,[],open,2020-04-05 20:45:14+00:00,,
2000,https://github.com/CSSEGISandData/COVID-19/issues/2000,Coordinates for Mozambique are inconsistent,https://github.com/Kevrard,[],open,2020-04-05 19:16:16+00:00,,
1998,https://github.com/CSSEGISandData/COVID-19/pull/1998,Update Brazilian Data Distributed by City [04/06],https://github.com/psalamoni,[],open,2020-04-05 17:58:13+00:00,,
1995,https://github.com/CSSEGISandData/COVID-19/pull/1995,Link to issue about contributing,https://github.com/matkosoric,[],open,2020-04-05 16:54:30+00:00,,
1994,https://github.com/CSSEGISandData/COVID-19/issues/1994,"Inconsistent data for deaths - Bergen, New Jersey, US on 3/31/20",https://github.com/Rational-IM,[],open,2020-04-05 16:23:12+00:00,,
1993,https://github.com/CSSEGISandData/COVID-19/issues/1993,Problems with accuracy of worldometers.info data,https://github.com/RomaricGravet,[],open,2020-04-05 15:31:37+00:00,,
1992,https://github.com/CSSEGISandData/COVID-19/issues/1992,France : last 24h confirmed cases : way too much (should be +4267),https://github.com/SebSic,[],open,2020-04-05 09:13:50+00:00,,
1990,https://github.com/CSSEGISandData/COVID-19/issues/1990,Decrease in number of deaths in kazakhstan,https://github.com/rauf-asad,[],open,2020-04-05 07:35:59+00:00,,
1988,https://github.com/CSSEGISandData/COVID-19/pull/1988,Actualizar,https://github.com/ghost,[],open,2020-04-05 06:16:21+00:00,,
1987,https://github.com/CSSEGISandData/COVID-19/issues/1987,Visualization is based on what platform,https://github.com/datatalking,[],open,2020-04-05 05:15:21+00:00,,
1986,https://github.com/CSSEGISandData/COVID-19/issues/1986,Wrong Data for India Regarding the Total Confirmed Cases for the Last Two Days,https://github.com/jiujitsu101,[],open,2020-04-05 04:47:18+00:00,,
1985,https://github.com/CSSEGISandData/COVID-19/pull/1985,Update time_series_covid19_confirmed_global.csv,https://github.com/m-a-lzoubi,[],open,2020-04-05 02:22:40+00:00,,
1983,https://github.com/CSSEGISandData/COVID-19/issues/1983,Wrong data for Quebec (04-04-2020.csv),https://github.com/Pat43,[],open,2020-04-05 02:10:33+00:00,,
1980,https://github.com/CSSEGISandData/COVID-19/pull/1980,"Removed extra Blanks, line 80 & 87",https://github.com/NightDragon1,[],open,2020-04-05 00:07:31+00:00,,
1979,https://github.com/CSSEGISandData/COVID-19/issues/1979,"Daviess County, KY shows 34 while map shows more accurate 55 confirmed.",https://github.com/Chris42Arnold,[],open,2020-04-04 23:20:32+00:00,,
1978,https://github.com/CSSEGISandData/COVID-19/issues/1978,"Time series (global) data refers to ""Recovered"" as a Canadian province",https://github.com/Lucas-Czarnecki,[],open,2020-04-04 23:10:39+00:00,,
1977,https://github.com/CSSEGISandData/COVID-19/issues/1977,no population column in https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://github.com/dealmeidavf,[],open,2020-04-04 21:17:06+00:00,,
1976,https://github.com/CSSEGISandData/COVID-19/pull/1976,"Added the coordinates for McIntosh, Georgia, USA",https://github.com/satishbellapu,[],open,2020-04-04 20:18:08+00:00,,
1974,https://github.com/CSSEGISandData/COVID-19/issues/1974,Two occurrences of Missouri,https://github.com/drPeteD,[],open,2020-04-04 18:57:02+00:00,,
1973,https://github.com/CSSEGISandData/COVID-19/issues/1973,Combined Key field,https://github.com/tghkwomack,[],open,2020-04-04 18:28:38+00:00,,
1971,https://github.com/CSSEGISandData/COVID-19/issues/1971,This is very poorly maintained. Please add comments.,https://github.com/everettwolf,[],open,2020-04-04 16:05:23+00:00,,
1970,https://github.com/CSSEGISandData/COVID-19/issues/1970,Population for Manhattan (New York County FIPS 36061) is incorrect in time_series_covid19_deaths_US.csv,https://github.com/jjdfsny,[],open,2020-04-04 15:55:58+00:00,,
1969,https://github.com/CSSEGISandData/COVID-19/issues/1969,New York State Data incorrect for 3/15 to 3/25.  Cummulative Sum Incorrect.,https://github.com/daguinn,[],open,2020-04-04 15:34:56+00:00,,
1968,https://github.com/CSSEGISandData/COVID-19/pull/1968,Fix typo,https://github.com/JJ,[],open,2020-04-04 15:34:22+00:00,,
1967,https://github.com/CSSEGISandData/COVID-19/pull/1967,"Remove old verbatim duplicate records (all ""Country_Region"" = ""China"")",https://github.com/paulwehr,[],open,2020-04-04 15:24:24+00:00,,
1963,https://github.com/CSSEGISandData/COVID-19/issues/1963,Add feature showing data per milion of people,https://github.com/yami12376,[],open,2020-04-04 13:10:28+00:00,,
1960,https://github.com/CSSEGISandData/COVID-19/pull/1960,Updating Data,https://github.com/JupyterJones,[],open,2020-04-04 07:05:49+00:00,,
1959,https://github.com/CSSEGISandData/COVID-19/issues/1959,Reconciliation summary report useful?,https://github.com/judepayne,[],open,2020-04-04 05:45:55+00:00,,
1958,https://github.com/CSSEGISandData/COVID-19/issues/1958,India data for 3rd April does not look updated (likely off by nearly 500),https://github.com/AryanmanIndia,[],open,2020-04-04 05:01:29+00:00,,
1957,https://github.com/CSSEGISandData/COVID-19/issues/1957,location population in UID_ISO_FIPS_LookUp_Table.csv?,https://github.com/mitchonfire,[],open,2020-04-04 04:52:35+00:00,,
1955,https://github.com/CSSEGISandData/COVID-19/issues/1955,Daily reports - rows keep changing,https://github.com/jtene001,[],open,2020-04-04 03:49:26+00:00,,
1953,https://github.com/CSSEGISandData/COVID-19/issues/1953,Wrong total active cases from March 22 to April 03,https://github.com/frvb31415,[],open,2020-04-04 02:44:43+00:00,,
1952,https://github.com/CSSEGISandData/COVID-19/issues/1952,Missouri Data 4/3/20,https://github.com/chkidneys,[],open,2020-04-04 01:58:29+00:00,,
1950,https://github.com/CSSEGISandData/COVID-19/issues/1950,"Column name of Longitude preferred to be ""Long"" instead of ""Long_""",https://github.com/lamjys,[],open,2020-04-04 00:33:44+00:00,,
1949,https://github.com/CSSEGISandData/COVID-19/issues/1949,AZ/US Inconsistent data from 4-1 thru 4-3-2020,https://github.com/30213n124thln,[],open,2020-04-04 00:17:23+00:00,,
1946,https://github.com/CSSEGISandData/COVID-19/issues/1946,Lookup table does address many missing lat long values over all time series,https://github.com/ryanewtaylor,[],open,2020-04-03 20:39:25+00:00,,
1945,https://github.com/CSSEGISandData/COVID-19/issues/1945,"Possible duplicate value ITALY 3/11-12/20 in ""time_series_covid19_confirmed_global.csv""",https://github.com/SkirOwen,[],open,2020-04-03 20:34:56+00:00,,
1944,https://github.com/CSSEGISandData/COVID-19/issues/1944,Puerto Rico data by municipality (county equivalent),https://github.com/cerealcommas,[],open,2020-04-03 19:18:00+00:00,,
1941,https://github.com/CSSEGISandData/COVID-19/pull/1941,Fixed Alexander Illinois and Carrol Illinois,https://github.com/Bstrutt,[],open,2020-04-03 16:45:22+00:00,,
1940,https://github.com/CSSEGISandData/COVID-19/issues/1940,County FIPS Truncated in US Time Series Data,https://github.com/kwittarcgov,[],open,2020-04-03 16:37:33+00:00,,
1939,https://github.com/CSSEGISandData/COVID-19/pull/1939,Fix for McHenry County case innacuracy,https://github.com/Bstrutt,[],open,2020-04-03 16:16:09+00:00,,
1938,https://github.com/CSSEGISandData/COVID-19/issues/1938,Canada recovered dropped on April 1,https://github.com/tonynick,[],open,2020-04-03 15:30:03+00:00,,
1937,https://github.com/CSSEGISandData/COVID-19/pull/1937,Fix missing Hillsborough County data,https://github.com/cdelargy,[],open,2020-04-03 14:37:52+00:00,,
1936,https://github.com/CSSEGISandData/COVID-19/issues/1936,RFE: Unified data 'China' and USA additionally.,https://github.com/udippel,[],open,2020-04-03 14:18:39+00:00,,
1935,https://github.com/CSSEGISandData/COVID-19/pull/1935,Get covid data,https://github.com/jcmv007,[],open,2020-04-03 14:18:18+00:00,,
1934,https://github.com/CSSEGISandData/COVID-19/issues/1934,new york state deaths wrong as of 4/1/2020?,https://github.com/SteveForsythe,[],open,2020-04-03 13:57:37+00:00,,
1933,https://github.com/CSSEGISandData/COVID-19/issues/1933,US and Canada recoveries by province are empty,https://github.com/crismat1957,[],open,2020-04-03 13:34:35+00:00,,
1932,https://github.com/CSSEGISandData/COVID-19/issues/1932,"CAN YOU DEFINE ""UNASSIGNED NEW YORK""",https://github.com/davchip,[],open,2020-04-03 13:28:41+00:00,,
1930,https://github.com/CSSEGISandData/COVID-19/issues/1930,Visualization if derived parameters from an adaptive linear fit model,https://github.com/valeriupredoi,[],open,2020-04-03 11:20:58+00:00,,
1929,https://github.com/CSSEGISandData/COVID-19/issues/1929,Data of Slovenia incorrect on April 2,https://github.com/primozc,[],open,2020-04-03 10:54:25+00:00,,
1928,https://github.com/CSSEGISandData/COVID-19/issues/1928,Botwsana missing from UID_ISO_FIPS_LookUp_Table,https://github.com/JetForMe,[],open,2020-04-03 06:04:23+00:00,,
1926,https://github.com/CSSEGISandData/COVID-19/issues/1926,Data of France incorrect on April 2,https://github.com/mkosunen,[],open,2020-04-03 04:46:34+00:00,,
1924,https://github.com/CSSEGISandData/COVID-19/issues/1924,French case adding total Nursing Homes death on April 2,https://github.com/mmendez12,[],open,2020-04-03 02:44:07+00:00,,
1922,https://github.com/CSSEGISandData/COVID-19/issues/1922,Argentina wrong total cases number on March 31th,https://github.com/epassaro,[],open,2020-04-03 02:27:43+00:00,,
1921,https://github.com/CSSEGISandData/COVID-19/issues/1921,April dates showing wrong formatting,https://github.com/moric122,[],open,2020-04-03 02:11:39+00:00,,
1918,https://github.com/CSSEGISandData/COVID-19/pull/1918,UPDATE HONDURAS,https://github.com/fabricioism,[],open,2020-04-02 23:11:21+00:00,,
1917,https://github.com/CSSEGISandData/COVID-19/issues/1917,Yet Another Power BI Dashbaord - Published as PBIT,https://github.com/EED85,[],open,2020-04-02 21:55:04+00:00,,
1914,https://github.com/CSSEGISandData/COVID-19/issues/1914,04-01-2020 daily report for Utah not updated,https://github.com/cfullmer,[],open,2020-04-02 20:03:11+00:00,,
1913,https://github.com/CSSEGISandData/COVID-19/pull/1913,LaSalle name fix for Louisiana as well as Illinois states,https://github.com/satishbellapu,[],open,2020-04-02 20:02:00+00:00,,
1912,https://github.com/CSSEGISandData/COVID-19/pull/1912,Add Event Streaming Information to README.md,https://github.com/Mrc0113,[],open,2020-04-02 19:58:46+00:00,,
1908,https://github.com/CSSEGISandData/COVID-19/issues/1908,Mapping Region names to Iso Country and Region codes and WikiData IDs,https://github.com/WolfgangFahl,[],open,2020-04-02 15:48:42+00:00,,
1907,https://github.com/CSSEGISandData/COVID-19/issues/1907,Coronavirus disease (COVID-19) outbreak - situation update for Europe (coming up),https://github.com/web-sys1,[],open,2020-04-02 14:48:26+00:00,,
1905,https://github.com/CSSEGISandData/COVID-19/issues/1905,Data update,https://github.com/osrodas007,[],open,2020-04-02 12:49:00+00:00,,
1904,https://github.com/CSSEGISandData/COVID-19/pull/1904,List of data extraction codes,https://github.com/Djtrip83,[],open,2020-04-02 12:39:03+00:00,,
1902,https://github.com/CSSEGISandData/COVID-19/issues/1902,3-30-2020 Japan Data not updated,https://github.com/marshal115,[],open,2020-04-02 11:00:32+00:00,,
1900,https://github.com/CSSEGISandData/COVID-19/issues/1900,Australia not showing testing data,https://github.com/benrada,[],open,2020-04-02 09:46:30+00:00,,
1899,https://github.com/CSSEGISandData/COVID-19/issues/1899,Washington Not Updating and South Dakota numbers going down,https://github.com/ScottWOlson,[],open,2020-04-02 09:30:08+00:00,,
1897,https://github.com/CSSEGISandData/COVID-19/issues/1897,US timeseries: Incorrect death numbers for NJ counties 2020-03-31,https://github.com/vsec03,[],open,2020-04-02 08:19:29+00:00,,
1896,https://github.com/CSSEGISandData/COVID-19/issues/1896,Single file with the whole combined information based on the daily reports,https://github.com/waldirio,[],open,2020-04-02 08:11:06+00:00,,
1894,https://github.com/CSSEGISandData/COVID-19/issues/1894,Florida data inaccurate,https://github.com/bgosiker,[],open,2020-04-02 06:04:58+00:00,,
1893,https://github.com/CSSEGISandData/COVID-19/issues/1893,"McIntosh county, Georgia still missing coordinates. 31.4748° N, 81.3839° W",https://github.com/jtene001,[],open,2020-04-02 04:33:29+00:00,,
1892,https://github.com/CSSEGISandData/COVID-19/pull/1892,"Fixed Combined_Key error for Wayne, Michigan",https://github.com/wreganpdx,[],open,2020-04-02 03:39:39+00:00,,
1891,https://github.com/CSSEGISandData/COVID-19/issues/1891,"Combined_Key error for Wayne Michigan starting on March 29th, until April 1st. ",https://github.com/wreganpdx,[],open,2020-04-02 02:55:56+00:00,,
1883,https://github.com/CSSEGISandData/COVID-19/issues/1883,US dada missing,https://github.com/bluebird73,[],open,2020-04-02 00:25:39+00:00,,
1879,https://github.com/CSSEGISandData/COVID-19/pull/1879,Turkey covid-19 portal,https://github.com/muratbulat,[],open,2020-04-01 23:37:45+00:00,,
1876,https://github.com/CSSEGISandData/COVID-19/issues/1876,Why does the John Hopkins data differ from the CDC data in terms of NEW cases?,https://github.com/AZEconoGal,[],open,2020-04-01 21:03:23+00:00,,
1871,https://github.com/CSSEGISandData/COVID-19/pull/1871,require update 0104,https://github.com/albelix,[],open,2020-04-01 20:26:40+00:00,,
1870,https://github.com/CSSEGISandData/COVID-19/issues/1870,"1021 US counties missing information in 03-31-2020 daily reports, 973 for 4-1-20, 896 for 4-2-20, 836 for and two rows to represent Washington Co UT 4-3-20, 784 and still two rows for Washington Co UT for 4-4-20, 706 for 4-5-20, 663 for 4-7-20, 533 for 4-11-20",https://github.com/carrollrm,[],open,2020-04-01 20:25:54+00:00,,
1869,https://github.com/CSSEGISandData/COVID-19/issues/1869,"Unassigned, New York Confirmed = 0, Deaths = 468 0n 03/31/2020",https://github.com/loankimrobinson,[],open,2020-04-01 19:29:34+00:00,,
1867,https://github.com/CSSEGISandData/COVID-19/pull/1867,Update override.csv,https://github.com/FardinGK,[],open,2020-04-01 18:47:17+00:00,,
1864,https://github.com/CSSEGISandData/COVID-19/issues/1864,All states missing for Canada in recovered file,https://github.com/rcpedroso,[],open,2020-04-01 17:58:46+00:00,,
1862,https://github.com/CSSEGISandData/COVID-19/issues/1862,Duplication of data for District of Columbia on 2020-03-22,https://github.com/bani,[],open,2020-04-01 17:04:51+00:00,,
1861,https://github.com/CSSEGISandData/COVID-19/issues/1861,India Data are not getting updated regularly and data were off the mark for 31st March and also not updated timely for 1st April,https://github.com/AryanmanIndia,[],open,2020-04-01 16:27:29+00:00,,
1859,https://github.com/CSSEGISandData/COVID-19/issues/1859,Power BI Multiple CSV Load,https://github.com/Djtrip83,[],open,2020-04-01 15:41:31+00:00,,
1858,https://github.com/CSSEGISandData/COVID-19/issues/1858,Inconsistent Format of U.S. State Time Series Files,https://github.com/harryrowe01,[],open,2020-04-01 15:11:11+00:00,,
1857,https://github.com/CSSEGISandData/COVID-19/issues/1857,(I can help) Data is not clean nor standardized leading to difficulties in analysis,https://github.com/felipeblazing,[],open,2020-04-01 15:00:52+00:00,,
1856,https://github.com/CSSEGISandData/COVID-19/issues/1856,No Data for 3/31 for US,https://github.com/Galvantua,[],open,2020-04-01 14:52:05+00:00,,
1854,https://github.com/CSSEGISandData/COVID-19/issues/1854,Recovery US States all at 0;not matching US State official DoH Sites,https://github.com/rvaughanGIS,[],open,2020-04-01 14:34:46+00:00,,
1853,https://github.com/CSSEGISandData/COVID-19/issues/1853,US county deaths reported as unassigned,https://github.com/vikrampulluru,[],open,2020-04-01 14:29:24+00:00,,
1852,https://github.com/CSSEGISandData/COVID-19/issues/1852,"s/LaSalle,Louisiana/La Salle,Louisiana/",https://github.com/greg-minshall,[],open,2020-04-01 14:00:30+00:00,,
1850,https://github.com/CSSEGISandData/COVID-19/pull/1850,Misses update data for Argentina,https://github.com/Marhbere,[],open,2020-04-01 13:53:05+00:00,,
1849,https://github.com/CSSEGISandData/COVID-19/issues/1849,US Time Series Issues / States,https://github.com/rkrinjeck,[],open,2020-04-01 13:28:57+00:00,,
1847,https://github.com/CSSEGISandData/COVID-19/issues/1847,US Data Files,https://github.com/kerravon67,[],open,2020-04-01 12:11:13+00:00,,
1846,https://github.com/CSSEGISandData/COVID-19/issues/1846,Turkey's data is missing,https://github.com/rpydaneogrendim,[],open,2020-04-01 11:29:43+00:00,,
